ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Num_Distinct_Arrest_Crime_Types,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Num_Distinct_Conviction_Crime_Types,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Violations_Instruction,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,Num_Drugs_Used,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Training_Sample
12881,0,0,5,0,6.0,1,0,1,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,2,55.424812,0,0.0,0.0,0,1,1,1
12882,0,0,2,0,8.0,2,0,1,1,8,1,1,4,0,0,0,0,0,0,1,4,6,0,3,72.61538462,1,0.0,0.0,1,1,0,0
12883,0,0,3,0,7.0,1,1,3,2,6,0,0,4,0,0,0,0,1,1,0,0,0,0,0,232.57728486125,0,1.0,0.699043062,0,0,0,1
12884,0,0,2,0,4.0,2,0,5,4,7,0,1,4,0,0,0,0,0,0,0,0,5,0,3,28.25,0,0.0,0.0,0,1,1,0
12885,0,0,4,1,8.0,2,0,2,3,7,0,1,6,0,0,1,0,1,1,0,4,6,0,3,32.32258065,1,0.547904192,0.364520958,0,0,0,1
12886,0,1,3,0,7.0,2,3,2,2,7,1,0,4,0,0,0,1,1,0,1,0,8,1,2,16.44,1,1.0,2.666058394,0,1,0,1
12887,0,1,2,0,8.0,1,3,1,1,6,0,0,4,0,0,0,0,1,0,1,0,5,0,0,23.07142857,0,0.86996904,1.0,0,1,0,1
12888,0,1,2,1,10.0,1,0,1,2,6,0,0,5,0,0,0,1,0,1,0,0,0,0,0,47.75,0,1.0,2.868455497,0,0,0,1
12889,0,0,2,0,7.0,2,2,4,3,6,0,0,5,1,0,0,0,1,1,1,4,1,1,0,232.57728486125,1,0.0,0.0,0,1,1,0
12890,0,0,6,0,2.0,1,3,5,4,6,0,0,4,0,0,0,0,0,1,0,0,1,0,0,232.57728486125,0,0.999242998,0.276495079,0,0,0,1
12891,0,0,2,1,9.0,1,2,1,1,8,1,1,5,0,0,0,0,1,1,0,0,0,0,0,55.424812,0,0.298387097,0.981854839,0,1,1,1
12892,0,1,3,0,10.0,2,0,1,3,6,0,0,4,0,0,0,0,0,1,0,0,6,0,3,66.0,2,0.890572391,2.45959596,0,1,0,1
12893,0,0,3,0,6.0,2,1,2,4,7,1,0,6,0,1,0,0,0,1,0,0,0,0,0,55.424812,0,0.682926829,2.0,0,1,1,0
12894,0,1,7,0,6.0,2,0,3,1,7,0,1,6,1,0,1,1,1,0,0,0,6,1,1,9.083333333,0,0.128440367,1.0,0,0,0,1
12895,0,0,6,0,8.0,1,1,5,4,7,0,1,6,1,0,1,0,0,0,1,0,0,0,0,32.25,1,0.976744186,1.0,0,1,0,1
12896,1,0,2,1,6.0,1,1,2,4,7,0,1,4,0,0,0,0,0,0,0,0,8,0,3,81.0,1,0.770919067,0.501028807,1,0,0,0
12897,0,0,7,0,2.0,3,0,2,4,6,0,0,4,0,0,0,0,0,0,0,0,1,0,0,55.424812,0,0.506329114,1.0,0,0,0,1
12898,0,1,4,0,5.0,1,0,5,4,6,0,0,5,1,0,0,0,0,0,0,0,0,0,2,10.41176471,0,1.0,4.0,0,0,0,0
12899,0,0,6,0,8.0,1,3,1,2,7,0,1,5,0,0,0,0,1,1,0,0,0,0,0,55.424812,0,0.0,0.0,1,1,1,1
12900,0,0,4,0,5.0,3,2,3,3,7,0,1,5,1,0,0,0,0,1,0,0,0,0,0,157.5,0,0.0,0.0,0,0,0,1
12901,0,1,6,0,3.0,1,0,1,4,7,0,1,4,0,0,0,0,0,1,0,0,0,0,1,58.73333333,0,0.211123723,0.414585698,0,0,0,1
12902,0,0,7,0,7.0,2,0,1,4,7,0,1,7,1,0,1,0,1,1,1,1,10,3,3,5.135416667,2,0.0,0.0,1,1,0,1
12903,1,1,2,1,7.0,1,0,1,4,6,0,0,4,0,0,0,0,1,1,0,0,0,0,2,161.8666667,0,0.658978583,0.601729819,0,0,0,1
12904,0,0,2,0,7.0,1,0,5,1,6,0,0,4,0,0,0,0,0,0,1,0,10,2,0,43.4,1,0.870967742,0.841589862,0,0,0,0
12905,1,0,7,1,5.0,1,0,1,4,6,0,0,5,1,0,0,0,1,1,0,0,10,0,1,55.424812,0,1.0,1.15585443,1,1,0,1
12906,0,0,2,0,9.0,1,3,1,3,7,1,0,5,1,0,0,0,0,1,0,0,0,0,0,36.0,1,0.206790123,1.0,0,0,0,1
12907,0,1,7,0,3.0,1,0,2,3,7,1,0,6,0,1,0,0,1,0,0,0,6,0,0,51.96,0,0.349499615,0.281177829,1,0,0,1
12908,1,1,7,1,5.0,1,3,2,4,6,0,0,6,0,1,0,0,1,1,0,0,0,0,2,55.424812,0,0.0,2.37871809,1,0,0,1
12909,0,0,3,0,5.0,3,3,1,1,7,0,1,6,1,0,0,1,0,0,0,0,0,0,2,55.424812,0,1.0,2.0,0,1,1,0
12910,0,0,4,0,4.0,2,2,2,4,7,0,1,7,1,0,1,0,0,0,0,0,3,0,1,158.75,0,0.486614173,0.287598425,0,1,0,1
12911,0,1,5,0,8.0,1,2,1,3,6,0,0,5,1,0,0,0,0,1,0,0,0,0,3,55.424812,0,0.0,0.0,0,1,1,1
12912,0,0,1,0,10.0,1,3,1,3,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,55.424812,1,0.0,0.0,0,1,1,1
12913,0,1,5,1,9.0,2,2,1,4,6,0,0,5,1,0,0,0,1,0,1,4,5,0,2,136.2,0,0.0,0.0,0,1,1,1
12914,0,1,4,0,10.0,2,2,1,3,7,0,1,5,1,0,0,0,1,1,1,0,10,1,1,36.94444444,1,0.965413534,1.098496241,1,1,0,1
12915,0,0,3,0,6.0,1,1,2,1,6,0,0,5,0,0,0,0,1,0,0,0,2,1,1,55.424812,0,0.396825397,1.932539683,0,1,1,1
12916,0,0,2,1,8.0,2,0,2,1,8,1,1,5,0,0,0,0,1,0,0,2,3,0,0,77.2,1,0.0,0.0,0,0,0,1
12917,0,0,2,1,8.0,1,0,2,1,7,0,1,5,0,0,0,0,0,1,0,0,0,0,2,78.0,0,0.25,1.0,0,1,1,0
12918,1,1,3,0,9.0,3,2,3,2,6,0,0,4,0,0,0,1,1,1,0,0,0,0,1,27.13793103,0,0.997458704,1.392312579,0,0,0,1
12919,0,0,3,0,10.0,2,1,2,2,7,0,1,4,0,0,0,0,1,1,0,0,4,2,0,21.75,2,1.0,2.0,0,1,1,1
12920,0,0,3,0,10.0,2,1,2,2,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,57.33333333,1,0.808139535,1.0,0,1,1,1
12921,0,0,1,0,9.0,1,0,3,4,6,0,0,4,0,0,0,0,1,1,0,0,0,0,2,55.424812,0,0.631578947,1.0,0,1,1,0
12922,0,1,7,0,4.0,1,0,3,2,8,1,1,4,0,0,0,0,1,1,0,0,6,0,0,107.6666667,0,1.0,1.130804954,1,0,0,0
12923,0,0,1,0,10.0,1,2,1,2,6,0,0,4,0,0,0,0,1,1,1,0,1,2,1,58.5,1,0.0,0.0,1,1,1,0
12924,0,1,4,0,5.0,2,3,1,1,6,0,0,5,1,0,0,0,1,0,0,0,0,0,2,119.6666667,0,0.727019499,2.0,0,1,1,1
12925,0,0,6,0,4.0,2,1,5,3,6,0,0,4,0,0,0,0,1,1,1,0,6,0,3,232.57728486125,0,0.610552764,0.458856784,0,1,0,1
12926,0,0,4,0,3.0,2,2,5,1,8,1,1,7,1,1,0,0,1,0,0,0,0,0,2,83.0,0,0.521084337,2.0,0,0,0,0
12927,0,1,2,0,8.0,2,2,1,4,7,1,0,7,1,1,0,0,1,1,0,0,1,0,0,38.3,0,0.240208877,1.907310705,0,1,0,1
12928,0,1,4,1,4.0,1,2,3,1,7,0,1,4,0,0,0,0,1,0,1,4,3,3,2,9.125,1,0.0,0.0,1,1,1,0
12929,0,0,2,0,6.0,2,0,2,4,6,0,0,4,0,0,0,0,0,0,1,4,10,3,2,38.14285714,1,0.846441948,2.279962547,0,1,0,0
12930,0,0,4,0,6.0,1,0,3,3,6,0,0,4,0,0,0,0,1,0,0,0,0,0,1,120.7,0,0.662800331,0.151304888,0,0,0,0
12931,0,1,3,1,10.0,2,0,1,1,6,0,0,4,0,0,0,0,0,1,0,4,2,1,2,37.27272727,0,1.0,1.781707317,0,1,0,0
12932,0,0,6,0,3.0,1,1,1,4,7,1,0,6,0,1,0,0,0,0,0,4,0,0,1,55.424812,0,0.0,0.0,0,1,0,1
12933,0,1,6,0,3.0,2,1,4,2,6,0,0,5,1,0,0,0,1,1,0,0,0,0,0,79.33333333,0,1.0,1.0,0,0,0,1
12934,0,0,7,0,7.0,2,3,1,1,6,0,0,5,1,0,0,0,1,1,0,4,6,0,1,60.2,1,0.008859358,0.40448505,0,1,1,0
12935,0,1,2,1,9.0,2,0,1,1,6,0,0,5,1,0,0,1,1,1,0,0,7,0,3,72.66666667,1,1.0,3.350917431,0,1,0,1
12936,0,0,2,1,8.0,2,0,2,4,6,0,0,4,0,0,0,0,0,0,1,2,0,0,0,55.424812,0,0.879917184,0.75621118,0,0,0,1
12937,0,0,2,0,7.0,1,0,1,4,6,0,0,4,0,0,0,0,1,1,0,0,10,0,0,232.57728486125,0,0.730616302,0.726143141,0,1,0,1
12938,0,1,3,0,6.0,2,0,2,3,7,0,1,5,0,0,1,0,1,0,0,0,8,0,0,169.5,0,0.943952802,0.430973451,0,0,0,0
12939,0,1,2,0,7.0,1,1,1,3,6,0,0,5,1,0,0,0,1,1,0,0,6,0,1,150.6666667,0,1.0,2.424225664,0,1,1,1
12940,0,0,2,1,7.0,3,1,2,4,6,0,0,5,0,0,0,0,1,0,1,4,0,0,2,73.66666667,1,0.961085973,0.330542986,0,0,0,0
12941,0,1,7,0,1.0,3,3,5,4,6,0,0,5,0,0,0,0,0,0,0,0,10,0,0,147.4444444,0,0.963828184,0.275244913,1,0,0,0
12942,0,1,2,1,7.0,2,0,4,1,7,0,1,5,0,0,1,1,1,1,1,4,0,2,1,74.5,2,0.0,0.0,1,1,1,1
12943,0,0,4,0,5.0,1,1,1,1,6,0,0,6,1,0,1,0,1,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,0,0,1
12944,0,0,3,1,7.0,3,2,2,2,7,0,1,7,1,0,1,0,0,0,0,0,0,0,3,49.85714286,0,1.0,2.0,0,1,1,1
12945,0,0,2,0,10.0,1,1,2,4,7,0,1,6,0,0,1,0,1,1,0,3,0,0,1,49.0,0,0.0,0.0,0,0,0,1
12946,0,1,2,1,9.0,1,0,1,2,6,0,0,4,0,0,0,0,1,1,1,4,10,3,0,9.55,3,1.0,1.0,0,1,0,0
12947,1,1,5,1,5.0,2,1,1,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,85.66666667,0,0.124513619,1.0,0,0,0,1
12948,0,0,1,1,9.0,1,2,1,4,6,0,0,5,1,0,0,0,1,1,1,1,0,3,0,55.424812,0,0.0,0.0,0,1,1,1
12949,0,1,6,0,5.0,3,0,1,2,8,1,1,6,0,1,0,0,1,1,0,0,0,0,1,230.4,0,0.020833333,0.317057292,0,1,1,1
12950,0,1,2,0,8.0,1,0,1,1,6,0,0,6,1,0,0,1,1,0,0,0,10,0,0,55.424812,0,0.164510166,0.337569316,0,1,1,1
12951,0,0,1,0,6.0,2,0,2,4,6,0,0,5,0,0,0,0,0,0,1,4,10,1,1,107.0,1,0.183800623,1.137850467,1,1,0,1
12952,0,0,2,0,10.0,1,0,1,2,6,0,0,5,0,0,0,0,1,1,0,0,6,0,0,33.875,0,0.162361624,1.0,0,0,0,1
12953,0,0,6,0,5.0,3,0,2,4,8,1,1,5,0,0,1,0,1,1,0,1,0,0,0,75.45454545,1,0.0,0.0,0,1,0,1
12954,0,1,3,0,8.0,1,0,1,3,7,0,1,4,0,0,0,0,1,0,1,4,7,2,3,25.88235294,2,1.0,2.490340909,0,1,0,1
12955,0,1,7,0,4.0,2,3,1,2,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.556451613,1.0,0,0,0,0
12956,0,1,5,1,2.0,2,3,1,1,7,0,1,6,1,0,0,0,0,0,0,4,0,0,2,46.22222222,1,0.826923077,0.878004808,0,1,0,1
12957,0,0,7,0,1.0,3,0,4,4,6,0,0,5,0,0,0,0,0,1,0,4,0,0,2,28.25,1,0.0,0.0,0,1,1,0
12958,0,0,5,0,4.0,3,1,4,2,7,0,1,5,0,0,1,0,1,0,0,2,10,0,0,19.09090909,1,0.583333333,0.869642857,0,0,0,1
12959,0,1,2,0,7.0,1,2,1,4,6,0,0,4,0,0,0,0,0,0,0,4,6,3,1,4.229571984,2,0.719411224,1.008049678,0,0,0,1
12960,1,1,7,1,2.0,2,0,1,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,1,1,0
12961,0,0,5,0,6.0,1,3,3,4,6,0,0,4,0,0,0,0,1,1,0,0,7,1,0,55.424812,0,0.0,2.37871809,1,0,0,1
12962,1,1,7,1,3.0,1,2,1,1,6,0,0,4,0,0,0,0,1,1,0,2,4,1,0,15.73333333,1,0.983050847,1.0,0,1,1,1
12963,0,1,3,0,6.0,3,1,3,2,6,0,0,4,0,0,0,0,1,1,0,0,6,0,0,114.3333333,0,1.0,2.0,0,0,0,0
12964,0,1,7,0,2.0,2,3,5,3,6,0,0,4,0,0,0,0,0,0,0,0,10,0,2,55.424812,0,0.0,2.37871809,0,0,0,0
12965,0,0,7,0,1.0,3,3,5,1,6,0,0,5,1,0,0,0,1,0,0,0,0,0,0,33.66666667,0,0.0,0.0,0,0,0,1
12966,0,0,7,0,8.0,1,3,1,2,6,0,0,4,0,0,0,0,1,1,0,4,0,0,2,232.57728486125,1,0.0,0.0,0,0,0,0
12967,0,1,4,0,4.0,2,0,4,3,8,1,1,7,0,1,1,0,1,0,0,0,7,0,3,81.90909091,1,0.887902331,0.810765816,0,0,0,1
12968,0,1,2,0,8.0,2,0,2,4,6,0,0,4,0,0,0,0,0,0,0,0,6,0,2,73.66666667,0,0.21719457,1.0,0,1,1,0
12969,1,1,4,1,7.0,2,1,1,2,6,0,0,4,0,0,0,1,1,1,0,0,9,2,0,42.75,1,0.894736842,2.0,0,0,0,1
12970,1,0,5,1,5.0,2,2,2,3,6,0,0,6,0,0,1,0,1,1,0,0,10,0,2,41.0,0,1.0,0.989837398,1,0,0,1
12971,0,1,6,0,3.0,3,2,3,2,6,0,0,4,0,0,0,0,1,1,0,0,0,0,0,39.83333333,0,0.177824268,0.764121339,0,0,0,1
12972,0,0,7,0,2.0,3,3,5,1,7,0,1,4,0,0,0,0,1,0,0,0,0,0,0,232.57728486125,0,0.0,0.0,0,1,0,1
12973,0,0,6,0,3.0,2,3,2,4,7,0,1,6,0,0,1,0,1,1,0,0,0,0,0,57.47619048,0,0.0,0.302609776,1,0,0,1
12974,0,0,7,0,2.0,2,2,3,3,6,0,0,4,0,0,0,0,1,1,0,0,0,0,0,55.424812,0,0.658436214,0.150308642,0,0,0,1
12975,0,0,6,0,6.0,3,2,1,2,7,0,1,5,0,0,0,0,1,1,0,0,0,0,1,232.57728486125,0,0.617096019,0.427693208,0,1,0,0
12976,0,1,7,0,2.0,3,1,1,1,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,55.424812,0,1.0,2.0,0,1,0,1
12977,1,1,7,0,3.0,2,0,3,1,6,0,0,4,0,0,0,1,1,0,0,1,0,0,3,36.84,3,0.0,0.0,1,0,0,1
12978,1,1,7,1,3.0,2,3,2,2,6,0,0,4,0,0,0,0,1,1,0,0,5,0,0,79.3,0,0.0,0.0,0,1,0,1
12979,0,0,5,0,4.0,3,3,3,3,6,0,0,5,1,0,0,0,1,0,1,0,0,0,0,53.35135135,0,0.810536981,0.740121581,0,0,0,0
12980,0,1,6,0,5.0,2,0,1,4,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,161.5,0,0.825593395,0.188467492,0,0,0,1
12981,0,0,7,0,3.0,2,3,1,1,6,0,0,4,0,0,0,0,1,0,0,0,3,0,0,55.424812,0,0.41015625,1.0,0,0,0,0
12982,0,1,6,0,3.0,1,2,3,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,1,1,1
12983,0,1,7,0,3.0,3,3,2,3,7,1,0,5,0,0,0,0,1,1,0,0,6,0,2,232.57728486125,0,0.746708464,0.45799373,0,0,0,1
12984,0,0,5,0,4.0,3,3,3,1,6,0,0,5,0,0,0,0,0,0,0,1,10,0,0,19.98666667,2,0.0,0.0,0,0,0,0
12985,0,0,5,0,5.0,1,3,3,2,7,0,1,5,1,0,0,0,1,1,0,0,1,0,0,171.875,0,0.842909091,0.796909091,0,1,0,1
12986,0,1,5,0,5.0,2,0,1,1,6,0,0,4,0,0,0,0,1,0,1,4,6,2,1,45.3,2,0.0,0.0,0,1,0,0
12987,0,0,6,0,4.0,1,2,2,4,8,1,1,7,0,1,1,0,1,1,0,0,0,1,0,17.4,0,1.0,1.199507389,0,0,0,0
12988,0,0,5,0,3.0,1,3,5,2,7,0,1,6,1,0,0,0,1,1,0,0,5,0,2,22.48148148,1,1.0,2.406919275,0,1,0,0
12989,0,1,5,0,3.0,1,3,3,1,7,1,0,5,1,0,0,0,1,0,0,0,6,0,1,7.576923077,2,0.0,0.0,0,1,1,1
12990,0,1,5,0,4.0,2,2,3,2,7,1,0,4,0,0,0,0,1,1,0,0,0,0,1,55.424812,0,1.0,2.0,1,1,0,1
12991,0,1,5,0,4.0,1,3,1,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20.85714286,0,1.0,1.0,0,1,0,1
12992,0,1,5,0,4.0,2,3,1,1,7,1,0,5,1,0,0,0,0,0,0,4,0,0,1,71.2,2,0.971910112,1.0,0,1,0,0
12993,0,0,4,0,10.0,2,2,1,2,7,0,1,5,0,0,0,0,0,0,0,0,10,2,1,19.28571429,1,0.0,0.0,0,1,0,0
12994,0,1,4,1,7.0,2,1,2,4,6,0,0,7,1,1,0,0,1,0,0,2,7,3,1,10.0,2,1.0,2.0,0,1,1,1
12995,0,0,4,0,4.0,1,3,1,1,6,0,0,5,1,0,0,0,1,1,0,0,0,0,1,55.424812,0,0.24137931,1.0,0,1,1,1
12996,0,0,4,0,8.0,2,1,4,2,7,0,1,5,0,0,1,0,1,1,0,0,10,2,0,30.77272727,1,0.76661743,0.539512555,0,0,0,1
12997,0,1,4,0,4.0,2,0,3,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,3,55.424812,0,0.693950178,2.0,0,1,1,1
12998,0,1,5,0,3.0,3,3,3,1,8,1,1,7,1,0,1,0,1,0,0,0,5,1,0,88.41666667,0,0.817153629,0.344250707,0,0,0,1
12999,0,0,2,0,6.0,1,0,1,1,7,0,1,5,0,0,0,0,0,0,0,0,0,0,2,71.25,0,0.0,0.0,0,1,0,0
13000,0,0,5,0,4.0,2,3,5,3,7,1,0,6,0,1,0,0,1,0,1,2,0,0,0,55.424812,0,0.933753943,0.384069401,0,1,0,1
13001,0,1,5,0,4.0,3,3,5,1,7,1,0,4,0,0,0,0,1,0,0,0,0,0,1,72.6,0,0.0,0.0,1,1,1,1
13002,0,0,6,0,8.0,3,0,4,3,6,0,0,4,0,0,0,0,0,1,1,0,0,0,0,55.424812,0,0.461077844,1.0,0,1,1,1
13003,0,0,5,0,4.0,1,3,2,2,7,1,0,5,0,0,0,0,1,1,0,0,0,0,0,108.0,0,0.972222222,2.0,0,0,0,1
13004,0,1,5,0,3.0,1,1,3,1,7,1,0,5,1,0,0,0,1,0,0,0,10,0,0,85.0,0,0.995294118,0.859411765,0,1,0,1
13005,0,0,4,0,5.0,2,0,3,4,6,0,0,4,0,0,0,0,1,0,0,0,10,0,0,55.424812,1,0.0,2.37871809,0,0,0,1
13006,0,0,4,1,5.0,2,0,1,1,6,0,0,5,1,0,0,0,1,0,1,3,0,0,2,58.71428571,0,0.785888078,1.777372263,0,1,1,0
13007,1,1,5,0,7.0,1,1,3,3,6,0,0,4,0,0,0,0,1,0,0,4,7,0,2,8.004065041,1,0.812595226,0.742001016,0,0,0,1
13008,0,0,7,0,2.0,1,2,1,1,7,0,1,6,1,0,0,0,1,1,0,0,7,1,0,13.90322581,0,0.0,0.0,0,1,0,1
13009,0,0,7,0,3.0,2,3,2,2,7,1,0,6,0,1,0,0,1,1,0,0,0,0,1,65.66666667,0,0.0,0.0,1,1,0,1
13010,0,0,4,0,8.0,2,0,3,4,7,0,1,6,0,0,1,0,0,1,0,0,0,0,0,45.97142857,0,0.755748912,0.227004351,0,0,0,1
13011,0,1,7,0,3.0,1,2,3,2,7,1,0,6,1,0,0,0,1,1,0,4,10,1,0,22.51851852,1,0.0,0.600740132,0,0,0,1
13012,0,0,7,0,5.0,1,0,1,2,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,232.57728486125,0,0.433078394,0.698374761,0,0,0,1
13013,0,0,7,0,4.0,1,3,3,3,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,65.2,0,0.0,0.0,1,1,0,0
13014,1,1,7,0,3.0,2,0,2,4,6,0,0,5,0,0,0,0,0,0,0,0,3,0,2,55.424812,0,0.0,0.0,1,0,0,1
13015,0,1,7,0,5.0,2,0,3,2,7,0,1,4,0,0,0,0,1,1,0,0,0,0,0,55.424812,0,0.0,0.897420147,0,1,1,1
13016,0,1,7,0,1.0,2,0,5,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,2,55.424812,0,0.230410448,0.170359142,1,1,0,0
13017,0,0,5,0,5.0,2,3,3,3,7,0,1,6,1,0,1,0,1,1,0,4,0,0,1,55.424812,0,0.925989673,1.885972461,0,1,0,1
13018,0,0,6,0,5.0,2,0,1,3,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.747663551,0.17067757,0,0,0,1
13019,0,0,7,0,3.0,2,0,2,1,6,0,0,5,0,0,0,0,0,0,1,4,2,3,0,76.25,2,0.0,0.0,0,0,0,1
13020,0,1,6,0,4.0,1,3,1,2,8,1,1,6,1,0,1,1,1,1,0,4,10,3,2,98.8,2,0.99291498,0.73937247,1,0,0,1
13021,0,1,7,0,2.0,1,0,2,1,7,1,0,7,1,1,0,0,0,0,0,0,0,0,0,55.424812,0,0.52854512,0.672651934,0,0,0,1
13022,0,0,7,0,2.0,1,1,3,1,7,0,1,5,1,0,0,0,1,1,0,0,0,3,1,55.424812,0,1.0,1.0,0,1,0,1
13023,0,0,7,0,7.0,2,3,1,2,6,0,0,6,1,0,0,0,1,1,0,4,4,1,0,55.8,1,0.0,0.0,1,1,1,0
13024,0,0,5,0,1.0,1,0,2,4,6,0,0,5,0,0,0,0,1,1,0,0,0,0,2,83.4,0,0.0,0.0,0,0,0,0
13025,0,0,7,0,3.0,1,2,3,3,6,0,0,6,1,0,0,0,1,1,0,0,0,0,0,232.57728486125,0,0.726452906,0.365981964,1,1,0,1
13026,0,1,7,0,3.0,1,0,3,1,6,0,0,5,1,0,0,1,1,0,0,4,4,0,2,232.57728486125,0,0.449486301,0.312714041,0,0,0,0
13027,0,1,7,0,3.0,2,0,1,2,8,1,1,7,1,0,1,0,1,1,1,4,3,3,1,30.6,3,0.0,0.0,0,0,0,1
13028,0,1,6,0,4.0,1,2,2,3,8,1,1,6,0,0,1,0,1,1,0,0,6,0,0,13.04166667,0,0.0,0.0,0,0,0,0
13029,0,0,7,0,3.0,1,2,1,2,7,0,1,6,1,0,0,0,1,1,0,4,10,2,3,27.83870968,1,0.0,0.0,0,0,0,1
13030,0,0,5,0,9.0,1,0,1,2,7,0,1,4,0,0,0,0,0,0,0,0,3,1,1,130.0,0,0.082692308,0.702403846,0,1,1,1
13031,0,0,6,0,2.0,1,0,4,1,7,0,1,5,0,0,1,0,1,0,1,0,0,0,0,45.875,0,0.626702997,0.995231608,0,1,1,1
13032,0,0,6,0,6.0,3,3,3,2,7,0,1,5,0,0,1,0,1,0,0,2,10,3,1,32.93548387,3,0.599412341,0.357737512,0,0,0,0
13033,0,0,5,0,5.0,2,2,2,4,8,1,1,5,0,0,0,0,1,1,0,1,0,0,0,52.09375,0,0.959808038,0.657318536,0,0,0,0
13034,0,0,7,0,4.0,2,3,1,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,1,127.8333333,0,0.707953064,0.476205997,0,1,0,0
13035,0,0,4,0,4.0,1,3,3,3,6,0,0,4,0,0,0,0,0,1,0,0,7,0,2,232.57728486125,1,0.654396728,0.298773006,0,0,0,1
13036,0,1,5,0,1.0,2,2,3,1,6,0,0,5,1,0,0,0,1,0,0,0,6,0,0,232.57728486125,0,0.0,0.0,0,1,0,1
13037,0,0,5,0,4.0,3,3,4,1,8,1,1,6,0,1,1,0,0,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,0,0,1
13038,0,1,7,0,1.0,2,1,3,2,8,1,1,5,1,0,0,0,1,0,0,0,2,0,1,111.4444444,0,0.505483549,0.364157527,0,0,0,0
13039,0,1,6,0,5.0,2,3,3,3,7,1,0,6,0,1,0,0,0,0,0,0,0,0,0,55.424812,0,1.0,1.0,0,0,0,1
13040,0,0,7,0,2.0,2,3,5,3,7,0,1,5,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,0,0,1
13041,0,1,7,0,1.0,2,0,1,1,6,0,0,5,0,0,0,0,1,1,0,0,7,0,0,46.33333333,0,0.0,0.0,0,1,0,1
13042,0,0,4,0,8.0,1,3,1,2,8,1,1,6,1,0,0,0,0,1,1,3,3,0,2,156.0,2,0.0,0.0,0,0,0,1
13043,0,0,5,0,1.0,1,3,1,2,7,1,0,7,1,1,0,0,0,1,0,0,0,0,0,145.5,0,0.0,0.0,0,1,1,1
13044,0,1,7,0,2.0,1,3,4,1,7,0,1,5,0,0,1,0,0,0,0,0,10,0,0,32.21875,1,0.751697381,0.354267701,1,0,0,1
13045,0,1,5,0,10.0,2,3,4,4,7,0,1,4,0,0,0,0,1,0,0,3,1,0,0,19.28421053,1,0.873362445,0.398744541,0,0,0,1
13046,0,0,7,0,5.0,3,3,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28.4,1,0.728169014,0.51443662,0,0,0,1
13047,0,0,5,0,4.0,2,3,4,4,7,1,0,5,0,0,1,0,1,1,0,0,0,0,0,232.57728486125,0,0.0,0.0,0,1,0,0
13048,0,0,5,0,5.0,1,1,3,3,6,0,0,5,0,0,0,1,0,0,1,4,1,0,2,213.125,2,0.835190616,0.428445748,0,0,0,1
13049,0,0,7,0,2.0,2,1,1,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,1,55.424812,0,0.0,0.0,1,1,1,0
13050,0,0,7,0,2.0,2,1,2,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,214.5,0,0.855477855,1.702797203,0,0,0,1
13051,0,0,5,0,9.0,1,1,4,1,8,1,1,8,1,1,1,0,1,0,1,0,3,2,1,56.2,1,0.286476868,1.299822064,1,1,0,1
13052,1,0,7,0,3.0,2,3,3,3,6,0,0,5,1,0,0,0,1,1,0,2,6,0,0,8.890909091,1,0.918200409,0.373466258,1,0,0,1
13053,0,0,3,1,10.0,2,3,2,2,6,0,0,7,1,1,0,0,1,1,1,4,0,0,0,42.57142857,2,0.0,0.0,0,1,1,0
13054,0,0,6,0,9.0,2,3,3,2,7,0,1,5,0,0,0,0,0,0,0,4,10,3,3,95.0,1,0.901315789,0.480592105,0,0,0,0
